,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8725204475,1773261611,10048438,10054816,"46739074, 30428142, 15799146, 149253098, 433060499",Catnip,"125847008, 287978960, 862389895, 348675639, 50964",rinkusaur,"Catnip, rinkusaur"
1,8725186888,1773260499,10027201,10047929,"89873399, 446223551, 78839243, 366643158, 1900544962",Potentiallyyouruncle,"23765698, 350889953, 422283824, 130098742, 130488545",bernard humperdink,"Potentiallyyouruncle, bernard humperdink"
2,8725184918,1773260292,10060932,10054819,"71551920, 48903560, 135124996, 133674320, 86776312",LegAlex,"102284551, 323492015, 189523689, 61293187, 126826639",Cat,"Cat, LegAlex"
3,8725125874,1773256789,10054816,10048438,"862389895, 287978960, 125847008, 348675639, 50964",rinkusaur,"46739074, 149253098, 15799146, 433060499, 30428142",Catnip,"Catnip, rinkusaur"
4,8725124839,1773256770,10054819,10060932,"102284551, 61293187, 189523689, 126826639, 323492015",Cat,"48903560, 71551920, 135124996, 133674320, 86776312",LegAlex,"Cat, LegAlex"
